,id,task,contestant,contestant_label,base,adjustment,points,rank,rigid,spread,scale,5+3,3+2,3½+2½,name,gender
250,257,55,12,Richard Osman,1.0,,1,5,1.0,1.0,1.0,,,,Richard Osman,M
251,258,56,8,Doc Brown,4.0,,4,2,4.0,4.0,4.0,,,,Doc Brown,M
252,259,56,9,Joe Wilkinson,3.0,,3,3,3.0,3.0,3.0,,,,Joe Wilkinson,M
253,260,56,10,Jon Richardson,2.0,,2,4,2.0,2.0,2.0,,,,Jon Richardson,M
254,261,56,11,Katherine Ryan,5.0,,5,1,5.0,5.0,5.0,,,,Katherine Ryan,F
255,261,56,11,Katherine Ryan,5.0,,5,1,5.0,5.0,5.0,,,,Katherine Ryan,F
256,262,56,12,Richard Osman,0.0,,0,,,,,,,,Richard Osman,M
257,263,57,8,Doc Brown,2.0,,2,4,2.0,2.0,2.0,,,,Doc Brown,M
258,264,57,9,Joe Wilkinson,1.0,,1,5,1.0,1.0,1.0,,,,Joe Wilkinson,M
259,265,57,10,Jon Richardson,5.0,,5,1,5.0,5.0,5.0,,,,Jon Richardson,M
260,266,57,11,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
261,266,57,11,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
262,267,57,12,Richard Osman,3.0,,3,3,3.0,3.0,3.0,,,,Richard Osman,M
263,268,58,8,Doc Brown,0.0,,0,,,,,,,,Doc Brown,M
264,269,58,9,Joe Wilkinson,0.0,,0,,,,,,,,Joe Wilkinson,M
265,270,58,10,Jon Richardson,4.0,,4,1,5.0,5.0,5.0,,,,Jon Richardson,M
266,271,58,11,Katherine Ryan,0.0,,0,,,,,,,,Katherine Ryan,F
267,271,58,11,Katherine Ryan,0.0,,0,,,,,,,,Katherine Ryan,F
268,272,58,12,Richard Osman,0.0,,0,,,,,,,,Richard Osman,M
269,273,59,8,Doc Brown,4.0,,4,1=,,,4.29,5.0,3.0,3.5,Doc Brown,M
270,274,59,9,Joe Wilkinson,4.0,,4,1=,,,4.29,5.0,3.0,3.5,Joe Wilkinson,M
271,275,59,10,Jon Richardson,1.0,,1,2=,,,1.07,3.0,2.0,2.5,Jon Richardson,M
272,276,59,11,Katherine Ryan,4.0,,4,1=,,,4.29,5.0,3.0,3.5,Katherine Ryan,F
273,276,59,11,Katherine Ryan,4.0,,4,1=,,,4.29,5.0,3.0,3.5,Katherine Ryan,F
274,277,59,12,Richard Osman,1.0,,1,2=,,,1.07,3.0,2.0,2.5,Richard Osman,M
275,278,60,8,Doc Brown,5.0,,5,1,5.0,5.0,5.0,,,,Doc Brown,M
276,279,60,9,Joe Wilkinson,0.0,,0,,,,,,,,Joe Wilkinson,M
277,280,60,10,Jon Richardson,0.0,,0,,,,,,,,Jon Richardson,M
278,281,60,11,Katherine Ryan,0.0,,0,,,,,,,,Katherine Ryan,F
279,281,60,11,Katherine Ryan,0.0,,0,,,,,,,,Katherine Ryan,F
280,282,60,12,Richard Osman,0.0,,0,,,,,,,,Richard Osman,M
281,283,61,8,Doc Brown,2.0,,2,4,2.0,2.0,2.0,,,,Doc Brown,M
282,284,61,9,Joe Wilkinson,1.0,,1,5,1.0,1.0,1.0,,,,Joe Wilkinson,M
283,285,61,10,Jon Richardson,3.0,,3,3,3.0,3.0,3.0,,,,Jon Richardson,M
284,286,61,11,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
285,286,61,11,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
286,287,61,12,Richard Osman,5.0,,5,1,5.0,5.0,5.0,,,,Richard Osman,M
287,288,62,8,Doc Brown,,,0,,,,,,,,Doc Brown,M
288,289,62,9,Joe Wilkinson,5.0,,5,1,5.0,5.0,5.0,,,,Joe Wilkinson,M
289,290,62,10,Jon Richardson,,,0,,,,,,,,Jon Richardson,M
290,291,62,11,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
291,291,62,11,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
292,292,62,12,Richard Osman,4.0,,4,2,4.0,4.0,4.0,,,,Richard Osman,M
293,293,63,8,Doc Brown,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Doc Brown,M
294,294,63,9,Joe Wilkinson,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Joe Wilkinson,M
295,295,63,10,Jon Richardson,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Jon Richardson,M
296,296,63,11,Katherine Ryan,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Katherine Ryan,F
297,296,63,11,Katherine Ryan,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Katherine Ryan,F
298,297,63,12,Richard Osman,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Richard Osman,M
299,298,64,8,Doc Brown,4.0,,4,2,4.0,4.0,4.0,,,,Doc Brown,M
300,299,64,9,Joe Wilkinson,3.0,,3,3,3.0,3.0,3.0,,,,Joe Wilkinson,M
301,300,64,10,Jon Richardson,5.0,,5,1,5.0,5.0,5.0,,,,Jon Richardson,M
302,301,64,11,Katherine Ryan,1.0,,1,5,1.0,1.0,1.0,,,,Katherine Ryan,F
303,301,64,11,Katherine Ryan,1.0,,1,5,1.0,1.0,1.0,,,,Katherine Ryan,F
304,302,64,12,Richard Osman,2.0,,2,4,2.0,2.0,2.0,,,,Richard Osman,M
305,303,65,8,Doc Brown,4.0,,4,2,4.0,4.0,4.0,,,,Doc Brown,M
306,304,65,9,Joe Wilkinson,0.0,,0,,,,,,,,Joe Wilkinson,M
307,305,65,10,Jon Richardson,2.0,,2,4,2.0,2.0,2.0,,,,Jon Richardson,M
308,306,65,11,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
309,306,65,11,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
310,307,65,12,Richard Osman,5.0,,5,1,5.0,5.0,5.0,,,,Richard Osman,M
311,308,66,13,Al Murray,4.0,,4,2,4.0,4.0,4.0,,,,Al Murray,M
312,309,66,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
313,310,66,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
314,311,66,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
315,311,66,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
316,312,66,17,Sara Pascoe,5.0,,5,1,5.0,5.0,5.0,,,,Sara Pascoe,F
317,313,67,13,Al Murray,4.0,,4,2,4.0,4.0,4.0,,,,Al Murray,M
318,314,67,14,Dave Gorman,2.0,,2,4,2.0,2.0,2.0,,,,Dave Gorman,M
319,315,67,15,Paul Chowdhry,0.0,,0,,,,,,,,Paul Chowdhry,M
320,316,67,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
321,316,67,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
322,317,67,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
323,318,68,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
324,319,68,14,Dave Gorman,,,0,,,,,,,,Dave Gorman,M
325,320,68,15,Paul Chowdhry,2.0,,2,4,2.0,2.0,2.0,,,,Paul Chowdhry,M
326,321,68,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
327,321,68,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
328,322,68,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
329,323,69,13,Al Murray,3.0,,3,3,3.0,3.0,3.0,,,,Al Murray,M
330,324,69,14,Dave Gorman,5.0,,5,1,5.0,5.0,5.0,,,,Dave Gorman,M
331,325,69,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
332,326,69,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
333,326,69,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
334,327,69,17,Sara Pascoe,4.0,,4,2,4.0,4.0,4.0,,,,Sara Pascoe,F
335,328,70,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
336,329,70,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
337,330,70,15,Paul Chowdhry,4.0,,4,2,4.0,4.0,4.0,,,,Paul Chowdhry,M
338,331,70,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
339,331,70,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
340,332,70,17,Sara Pascoe,1.0,,1,5,1.0,1.0,1.0,,,,Sara Pascoe,F
341,333,71,13,Al Murray,3.0,,3,3,3.0,3.0,3.0,,,,Al Murray,M
342,334,71,14,Dave Gorman,5.0,,5,1,5.0,5.0,5.0,,,,Dave Gorman,M
343,335,71,15,Paul Chowdhry,2.0,,2,4,2.0,2.0,2.0,,,,Paul Chowdhry,M
344,336,71,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
345,336,71,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
346,337,71,17,Sara Pascoe,1.0,,1,5,1.0,1.0,1.0,,,,Sara Pascoe,F
347,338,72,13,Al Murray,4.0,,4,2,4.0,4.0,4.0,,,,Al Murray,M
348,339,72,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
349,340,72,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
350,341,72,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
351,341,72,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
352,342,72,17,Sara Pascoe,2.0,,2,4,2.0,2.0,2.0,,,,Sara Pascoe,F
353,343,73,13,Al Murray,0.0,,0,,,,,,,,Al Murray,M
354,344,73,14,Dave Gorman,0.0,,0,,,,,,,,Dave Gorman,M
355,345,73,15,Paul Chowdhry,0.0,,0,,,,,,,,Paul Chowdhry,M
356,346,73,16,Rob Beckett,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Rob Beckett,M
357,346,73,16,Rob Beckett,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Rob Beckett,M
358,347,73,17,Sara Pascoe,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Sara Pascoe,F
359,348,74,13,Al Murray,5.0,,5,1,5.0,5.0,4.69,,,,Al Murray,M
360,349,74,14,Dave Gorman,3.0,,3,3,3.0,3.0,2.81,,,,Dave Gorman,M
361,350,74,15,Paul Chowdhry,2.0,,2,4=,2.0,1.5,1.88,,,,Paul Chowdhry,M
362,351,74,16,Rob Beckett,2.0,,2,4=,2.0,1.5,1.88,,,,Rob Beckett,M
363,351,74,16,Rob Beckett,2.0,,2,4=,2.0,1.5,1.88,,,,Rob Beckett,M
364,352,74,17,Sara Pascoe,4.0,,4,2,4.0,4.0,3.75,,,,Sara Pascoe,F
365,353,75,13,Al Murray,1.0,,1,5,1.0,1.0,1.0,,,,Al Murray,M
366,354,75,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
367,355,75,15,Paul Chowdhry,4.0,,4,2,4.0,4.0,4.0,,,,Paul Chowdhry,M
368,356,75,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
369,356,75,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
370,357,75,17,Sara Pascoe,2.0,,2,4,2.0,2.0,2.0,,,,Sara Pascoe,F
371,358,76,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
372,359,76,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
373,360,76,15,Paul Chowdhry,4.0,,4,2,4.0,4.0,4.0,,,,Paul Chowdhry,M
374,361,76,16,Rob Beckett,0.0,,0,,,,,,,,Rob Beckett,M
375,361,76,16,Rob Beckett,0.0,,0,,,,,,,,Rob Beckett,M
376,362,76,17,Sara Pascoe,2.0,,2,4,2.0,2.0,2.0,,,,Sara Pascoe,F
377,363,77,13,Al Murray,2.0,,2,4,2.0,2.0,2.0,,,,Al Murray,M
378,364,77,14,Dave Gorman,1.0,,1,5,1.0,1.0,1.0,,,,Dave Gorman,M
379,365,77,15,Paul Chowdhry,4.0,,4,2,4.0,4.0,4.0,,,,Paul Chowdhry,M
380,366,77,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
381,366,77,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
382,367,77,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
383,368,78,13,Al Murray,,,0,,,,,,,,Al Murray,M
384,369,78,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
385,370,78,15,Paul Chowdhry,5.0,,5,1,5.0,5.0,5.0,,,,Paul Chowdhry,M
386,371,78,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
387,371,78,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
388,372,78,17,Sara Pascoe,4.0,,4,2,4.0,4.0,4.0,,,,Sara Pascoe,F
389,373,79,13,Al Murray,1.0,,1,4=,2.0,1.5,1.0,,,,Al Murray,M
390,374,79,14,Dave Gorman,4.0,,4,2,4.0,4.0,4.0,,,,Dave Gorman,M
391,375,79,15,Paul Chowdhry,5.0,,5,1,5.0,5.0,5.0,,,,Paul Chowdhry,M
392,376,79,16,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
393,376,79,16,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
394,377,79,17,Sara Pascoe,1.0,,1,4=,2.0,1.5,1.0,,,,Sara Pascoe,F
395,378,80,13,Al Murray,3.0,,3,3,3.0,3.0,3.0,,,,Al Murray,M
396,379,80,14,Dave Gorman,5.0,,5,1,5.0,5.0,5.0,,,,Dave Gorman,M
397,380,80,15,Paul Chowdhry,2.0,,2,4,2.0,2.0,2.0,,,,Paul Chowdhry,M
398,381,80,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
399,381,80,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
400,382,80,17,Sara Pascoe,1.0,,1,5,1.0,1.0,1.0,,,,Sara Pascoe,F
401,383,81,13,Al Murray,2.0,,2,4,2.0,2.0,2.0,,,,Al Murray,M
402,384,81,14,Dave Gorman,5.0,,5,1,5.0,5.0,5.0,,,,Dave Gorman,M
403,385,81,15,Paul Chowdhry,4.0,,4,2,4.0,4.0,4.0,,,,Paul Chowdhry,M
404,386,81,16,Rob Beckett,1.0,,1,5,1.0,1.0,1.0,,,,Rob Beckett,M
405,386,81,16,Rob Beckett,1.0,,1,5,1.0,1.0,1.0,,,,Rob Beckett,M
406,387,81,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
407,388,82,13,Al Murray,1.0,,1,5,1.0,1.0,1.0,,,,Al Murray,M
408,389,82,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
409,390,82,15,Paul Chowdhry,2.0,,2,4,2.0,2.0,2.0,,,,Paul Chowdhry,M
410,391,82,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
411,391,82,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
412,392,82,17,Sara Pascoe,5.0,,5,1,5.0,5.0,5.0,,,,Sara Pascoe,F
413,393,83,13,Al Murray,1.0,,1,5,1.0,1.0,1.0,,,,Al Murray,M
414,394,83,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
415,395,83,15,Paul Chowdhry,5.0,,5,1,5.0,5.0,5.0,,,,Paul Chowdhry,M
416,396,83,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
417,396,83,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
418,397,83,17,Sara Pascoe,4.0,,4,2,4.0,4.0,4.0,,,,Sara Pascoe,F
419,398,84,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
420,399,84,14,Dave Gorman,3.0,,3,3,3.0,3.0,3.0,,,,Dave Gorman,M
421,400,84,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
422,401,84,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
423,401,84,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
424,402,84,17,Sara Pascoe,2.0,,2,4,2.0,2.0,2.0,,,,Sara Pascoe,F
425,403,85,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
426,404,85,14,Dave Gorman,4.0,,4,2,4.0,4.0,4.0,,,,Dave Gorman,M
427,405,85,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
428,406,85,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
429,406,85,16,Rob Beckett,2.0,,2,4,2.0,2.0,2.0,,,,Rob Beckett,M
430,407,85,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
431,408,86,13,Al Murray,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Al Murray,M
432,409,86,14,Dave Gorman,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Dave Gorman,M
433,410,86,15,Paul Chowdhry,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Paul Chowdhry,M
434,411,86,16,Rob Beckett,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Rob Beckett,M
435,411,86,16,Rob Beckett,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Rob Beckett,M
436,412,86,17,Sara Pascoe,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Sara Pascoe,F
437,413,87,13,Al Murray,2.0,,2,4,2.0,2.0,2.0,,,,Al Murray,M
438,414,87,14,Dave Gorman,4.0,,4,2,4.0,4.0,4.0,,,,Dave Gorman,M
439,415,87,15,Paul Chowdhry,1.0,,1,5,1.0,1.0,1.0,,,,Paul Chowdhry,M
440,416,87,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
441,416,87,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
442,417,87,17,Sara Pascoe,3.0,,3,3,3.0,3.0,3.0,,,,Sara Pascoe,F
443,418,88,15,Paul Chowdhry,0.0,,0,,,,,,,,Paul Chowdhry,M
444,419,89,13,Al Murray,4.0,,4,2,4.0,4.0,4.0,,,,Al Murray,M
445,420,89,14,Dave Gorman,5.0,,5,1,5.0,5.0,5.0,,,,Dave Gorman,M
446,421,89,15,Paul Chowdhry,1.0,,1,4=,2.0,1.5,1.0,,,,Paul Chowdhry,M
447,422,89,16,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
448,422,89,16,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
449,423,89,17,Sara Pascoe,1.0,,1,4=,2.0,1.5,1.0,,,,Sara Pascoe,F
450,424,90,13,Al Murray,5.0,,5,1,5.0,5.0,5.0,,,,Al Murray,M
451,425,90,14,Dave Gorman,,,0,,,,,,,,Dave Gorman,M
452,426,90,15,Paul Chowdhry,3.0,,3,3,3.0,3.0,3.0,,,,Paul Chowdhry,M
453,427,90,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
454,427,90,16,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
455,428,90,17,Sara Pascoe,2.0,1.0,3,4,2.0,2.0,2.0,,,,Sara Pascoe,F
456,429,91,13,Al Murray,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Al Murray,M
457,430,91,14,Dave Gorman,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Dave Gorman,M
458,431,91,15,Paul Chowdhry,5.0,,5,1=,,,5.0,5.0,3.0,3.5,Paul Chowdhry,M
459,432,91,16,Rob Beckett,0.0,,0,,,,,,,,Rob Beckett,M
460,432,91,16,Rob Beckett,0.0,,0,,,,,,,,Rob Beckett,M
461,433,91,17,Sara Pascoe,0.0,,0,,,,,,,,Sara Pascoe,F
462,434,92,13,Al Murray,2.0,,2,5,1.0,1.0,1.67,,,,Al Murray,M
463,435,92,14,Dave Gorman,3.0,,3,3=,3.0,2.5,2.5,,,,Dave Gorman,M
464,436,92,15,Paul Chowdhry,3.0,,3,3=,3.0,2.5,2.5,,,,Paul Chowdhry,M
465,437,92,16,Rob Beckett,5.0,,5,1=,5.0,4.5,4.17,,,,Rob Beckett,M
466,437,92,16,Rob Beckett,5.0,,5,1=,5.0,4.5,4.17,,,,Rob Beckett,M
467,438,92,17,Sara Pascoe,5.0,,5,1=,5.0,4.5,4.17,,,,Sara Pascoe,F
468,439,93,13,Al Murray,0.0,,0,,,,,,,,Al Murray,M
469,440,93,14,Dave Gorman,0.0,,0,,,,,,,,Dave Gorman,M
470,441,93,15,Paul Chowdhry,0.0,,0,,,,,,,,Paul Chowdhry,M
471,442,93,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
472,442,93,16,Rob Beckett,5.0,,5,1,5.0,5.0,5.0,,,,Rob Beckett,M
473,443,93,17,Sara Pascoe,0.0,,0,,,,,,,,Sara Pascoe,F
474,444,94,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
475,445,94,19,Joe Lycett,2.0,,2,4,2.0,2.0,2.0,,,,Joe Lycett,M
476,446,94,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
477,447,94,21,Mel Giedroyc,4.0,,4,2,4.0,4.0,4.0,,,,Mel Giedroyc,F
478,448,94,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
479,448,94,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
480,449,95,18,Hugh Dennis,1.0,,1,5,1.0,1.0,1.0,,,,Hugh Dennis,M
481,450,95,19,Joe Lycett,5.0,,5,1,5.0,5.0,5.0,,,,Joe Lycett,M
482,451,95,20,Lolly Adefope,2.0,,2,4,2.0,2.0,2.0,,,,Lolly Adefope,F
483,452,95,21,Mel Giedroyc,3.0,,3,3,3.0,3.0,3.0,,,,Mel Giedroyc,F
484,453,95,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
485,453,95,22,Noel Fielding,4.0,,4,2,4.0,4.0,4.0,,,,Noel Fielding,M
486,454,96,18,Hugh Dennis,1.0,1.0,2,5,1.0,1.0,1.0,,,,Hugh Dennis,M
487,455,96,19,Joe Lycett,4.0,,4,2,4.0,4.0,4.0,,,,Joe Lycett,M
488,456,96,20,Lolly Adefope,3.0,,3,3,3.0,3.0,3.0,,,,Lolly Adefope,F
489,457,96,21,Mel Giedroyc,2.0,1.0,3,4,2.0,2.0,2.0,,,,Mel Giedroyc,F
490,458,96,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
491,458,96,22,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
492,459,97,18,Hugh Dennis,5.0,,5,1,5.0,5.0,5.0,,,,Hugh Dennis,M
493,460,97,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
494,461,97,20,Lolly Adefope,4.0,,4,2,4.0,4.0,4.0,,,,Lolly Adefope,F
495,462,97,21,Mel Giedroyc,1.0,,1,5,1.0,1.0,1.0,,,,Mel Giedroyc,F
496,463,97,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
497,463,97,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
498,464,98,18,Hugh Dennis,4.0,,4,2,4.0,4.0,4.0,,,,Hugh Dennis,M
499,465,98,19,Joe Lycett,3.0,,3,3,3.0,3.0,3.0,,,,Joe Lycett,M
500,466,98,20,Lolly Adefope,1.0,,1,5,1.0,1.0,1.0,,,,Lolly Adefope,F
501,467,98,21,Mel Giedroyc,5.0,,5,1,5.0,5.0,5.0,,,,Mel Giedroyc,F
502,468,98,22,Noel Fielding,2.0,,2,4,2.0,2.0,2.0,,,,Noel Fielding,M
